unit_price_incl_tax,product_region_name,importer_name,offer_id,varietalcategory_name,producing_winery_winedirect_upc,title,varietal_list,label_classification,product_title,product_winery_name,utm_lt_campaign_token,varietal,utm_ft_keywords,product_style_name
50.88,,copa fina,,,,,,Import,,,,,,Red Wine
31.86,United States > California > Napa Valley,,20001677_2018-08-25,Red Blend,20001677-KCB,2016 Delightful and Strange Red Blend ,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
190.35,,,,,,,,Import,,,,,,
37.05,United States > California > Napa Valley,,20000906_2018-03-17,Cabernet Sauvignon,20000906-KCB,2015 Chad Private Reserve Cabernet Sauvignon,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2015 Chad Private Reserve Cabernet Sauvignon,Chad,,Cabernet Sauvignon,,Red Wine
31.79,United States > California > Napa Valley,,20000906_2018-03-17,Cabernet Sauvignon,20000906-KCB,2015 Chad Private Reserve Cabernet Sauvignon,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2015 Chad Private Reserve Cabernet Sauvignon,Chad,,Cabernet Sauvignon,,Red Wine
29.77,United States > California > Napa Valley,,20000939_2017-12-03,Red Blend,20000939-KCB,2015 Chad Proprietary Red Blend Napa Valley,"Cabernet Franc,Cabernet Sauvignon,Merlot,Petit Verdot",Private Label,2015 Chad Proprietary Red Blend Napa Valley,Chad,,Cabernet Franc,,Red Wine
47.37,,,,,,,,Import,,,,,,Red Wine
34.24,United States > California > Napa Valley > Stags Leap District,,20000313_2018-02-09,Cabernet Sauvignon,20000313-KCB,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Cabernet Sauvignon,Private Label,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Karo-Kann,,Cabernet Sauvignon,,Red Wine
90.09,United States > California > Sonoma County > Northern Sonoma,,11825973_2018-10-31,Cabernet Sauvignon,11825973-HRV,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,Cabernet Sauvignon,Domestic,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,Hidden Ridge Vineyard,,Cabernet Sauvignon,,Red Wine
21.84,Italy > Tuscany,,,,,,,Import,,,,,,Red Wine
15.25,United States > California > Contra Costa,,,Red Blend,,,,Domestic,,Three Wine Company,,,,Red Wine
15.07,United States > California,,,Red Blend,,,,Domestic,"2012 Mark Herold Flux"" Proprietary Red Wine""",,20000869_newbrand,,4a59aa94f3fc3dba8732e0483847edfd,Red Wine
58.02,United States > California > Central Coast > Santa Ynez Valley,,20001981_2018-10-03,Red Blend,20001981-JON,2014 Jonata Todos Proprietary Red Wine Ballard Canyon,"Cabernet Franc,Cabernet Sauvignon,Merlot,Petit Verdot,Sangiovese,Syrah,Viognier",Domestic,2014 Jonata Todos Proprietary Red Wine Ballard Canyon,Jonata,,Cabernet Franc,,Red Wine
27.1,Australia > Coonawarra,Hudson Wine Brokers,20001636_2018-06-29,Cabernet Sauvignon,20001636-LEC,2015 Leconfield Cabernet Sauvignon Coonawarra,Cabernet Sauvignon,Import,2015 Leconfield Cabernet Sauvignon Coonawarra,Leconfield,,Cabernet Sauvignon,,Red Wine
15.07,United States > California > Contra Costa,,,Red Blend,,,,Domestic,,Three Wine Company,,,,Red Wine
185.94,France > Bordeaux > Saint-Emilion,,20001363_2017-12-26,Red Blend,20001363-FTM,2015 Fait Main Saint-Emilion Grand Cru Todeschini Asteria Vineyard,"Cabernet Franc,Merlot",Import,2015 Fait Main Saint-Emilion Grand Cru Todeschini Asteria Vineyard,Fait Main,,Cabernet Franc,,Red Wine
42.4,,Treasury Wine Estates,,,,,,Import,,,,,,Red Wine
26.56,United States > California > Sonoma County > Sonoma Coast,,,,,,,Domestic,,Fort Ross Vineyards,,,,Red Wine
47.8,United States > California > Napa Valley,,,Red Blend,20001697-HRG,2016 Hourglass HG III Red Blend Napa Valley,"Cabernet Sauvignon,Merlot,Petite Sirah",Domestic,2016 Hourglass HG III Red Blend Napa Valley,Hourglass,,Cabernet Sauvignon,,Red Wine
49.99,United States > California > Napa Valley,,20001525_2018-03-20,Red Blend,20001525-ACV,2015 Anderson's Conn Valley Vineyards Right Bank,"Cabernet Franc,Merlot",Domestic,2015 Anderson's Conn Valley Vineyards Right Bank,Anderson's Conn Valley Vineyards,,Cabernet Franc,,Red Wine
32.0,United States > California > Napa Valley > Stags Leap District,,20000313_2018-02-09,Cabernet Sauvignon,20000313-KCB,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Cabernet Sauvignon,Private Label,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Karo-Kann,,Cabernet Sauvignon,,Red Wine
29.99,United States > Oregon,The Wine Trust,,,,,,Domestic,,,,,,Red Wine
99.99,United States > California > Napa Valley,,,Merlot,,,,Domestic,,Duckhorn Vineyards,,,,Red Wine
69.99,France > Burgundy,Louis Latour Inc,,,,"2010 Louis Latour Beaune Vigne Franche"" 1er Cru""",,Import,"2010 Louis Latour Beaune Vigne Franche"" 1er Cru""",Louis Latour,,,,Red Wine
25.99,United States > California > Napa Valley,Vintus,,,,,,Domestic,,,,,,Red Wine
92.64,United States > California > Sonoma County > Northern Sonoma,,11825973_2018-10-31,Cabernet Sauvignon,11825973-HRV,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,Cabernet Sauvignon,Domestic,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,Hidden Ridge Vineyard,Google_Search_Beta_Wines,Cabernet Sauvignon,#NAME?,Red Wine
32.57,Italy > Friuli-Venezia Giulia,,20001990_2018-10-09,Interesting White,20001990-MNW,2016 Massican Gaspare Friuli Colli Orientali White Wine,"Chardonnay,Ribolla Gialla,Tocai",Import,2016 Massican Gaspare Friuli Colli Orientali White Wine,Massican Winery,,Chardonnay,,White Wine
30.81,United States > California > Napa Valley,,,Red Blend,,,"Cabernet Franc,Cabernet Sauvignon,Merlot",Domestic,,,,,,Red Wine
27.25,United States > California > Napa Valley,,20000926_2018-05-24,Cabernet Sauvignon,20000926-KCB,2015 Nichols Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Private Label,2015 Nichols Cabernet Sauvignon Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
18.37,United States > California > Contra Costa,,,,,,,Domestic,,Three Wine Company,,,,Red Wine
53.0,United States > California > Sonoma County,,20001661_2018-06-28,Cabernet Sauvignon,20001661-HRV,2012 Hidden Ridge Cabernet Sauvignon 55% Slope Sonoma County,Cabernet Sauvignon,Domestic,2012 Hidden Ridge Cabernet Sauvignon 55% Slope Sonoma County,Hidden Ridge Vineyard,,Cabernet Sauvignon,,Red Wine
29.72,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,,,,Red Wine
159.0,France > Rhone,,,Rhone Red Blend,,,,Import,,,,,,Red Wine
36.92,United States > Oregon,Vintus,20001922_2018-09-07,Chardonnay,20001922-PON,2015 Ponzi Vineyards Chardonnay Reserve 45th Anniversary Willamette Valley,Chardonnay,Domestic,2015 Ponzi Vineyards Chardonnay Reserve 45th Anniversary Willamette Valley,Ponzi Vineyards,Google_Search_Gamma_Wines_USA_OR-WA-Rest,Chardonnay,,White Wine
34.99,Italy > Tuscany > Maremma Toscana IGT,Liber USA,20001536_2018-03-28,Super Tuscan,20001536-PEA,2013 Petra Potenti Toscana IGT Italy,Cabernet Sauvignon,Import,2013 Petra Potenti Toscana IGT Italy,Petra,,Cabernet Sauvignon,,Red Wine
83.74,Australia,Vine Street Imports,,,,,,Import,,,,,,Red Wine
81.19,United States > California > Santa Barbara,,,,,,,Domestic,,,,,#NAME?,Red Wine
84.39,,Vineyard Brands,,Rhone Red Blend,,,,Import,,,,,,Red Wine
32.76,United States > California > Napa Valley,,20000906_2018-03-17,Cabernet Sauvignon,20000906-KCB,2015 Chad Private Reserve Cabernet Sauvignon,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2015 Chad Private Reserve Cabernet Sauvignon,Chad,,Cabernet Sauvignon,,Red Wine
52.99,United States > California > Central Coast > Santa Maria Valley,,,,,,,Domestic,,Foxen Winery,,,,Red Wine
21.79,,Hudson Wine Brokers,,,,,,Import,,Leconfield,,,,Red Wine
34.88,United States > California > Napa Valley > Rutherford,,20000271_2018-02-09,Cabernet Sauvignon,20000271-KCB,2014 Nichols Cabernet Sauvignon Rutherford Napa Valley,Cabernet Sauvignon,Private Label,2014 Nichols Cabernet Sauvignon Rutherford Napa Valley,Nichols,evocalize,Cabernet Sauvignon,30 Day Remarketing,Red Wine
26.22,United States > California > Napa Valley,,20001761_2018-08-02,Chardonnay,20001761-CDV,2015 Clos Du Val Estate Chardonnay Lot One Carneros Napa Valley,Chardonnay,Domestic,2015 Clos Du Val Estate Chardonnay Lot One Carneros Napa Valley,Clos du Val,,Chardonnay,,White Wine
29.74,United States > California > Napa Valley,,,Cabernet Sauvignon,20001290-KCB,2014 Karo-Kann Cabernet Sauvignon Napa Valley,"Cabernet Sauvignon,Merlot",Private Label,2014 Karo-Kann Cabernet Sauvignon Napa Valley,Karo-Kann,20000584,Cabernet Sauvignon,,Red Wine
58.3,United States > Oregon > Willamette Valley,Vintus,,,,,,Domestic,,Ponzi Vineyards,evocalize,,High Value,Red Wine
17.07,Argentina > Mendoza > Uco Valley,Aveniu Brands,20001425_2018-04-30,Red Blend,20001425-LOC,Locations AR6,"Cabernet Sauvignon,Malbec",Import,Locations AR6,Locations,20000525_newbrand,Cabernet Sauvignon,4fbdaa3ff3083645b2ac59e61aa4d368,Red Wine
37.88,Italy > Tuscany > Maremma Toscana IGT,Liber USA,20001536_2018-03-28,Super Tuscan,20001536-PEA,2013 Petra Potenti Toscana IGT Italy,Cabernet Sauvignon,Import,2013 Petra Potenti Toscana IGT Italy,Petra,,Cabernet Sauvignon,,Red Wine
22.99,Spain,,,Interesting White,,,,Import,,,,,,White Wine
64.19,France > Burgundy > Cote de Beaune,Banville Wine Merchants,11823937_2018-09-27,Chardonnay,11823937-DMM,2013 Domaine Marc Morey Les Vergers Chassagne-Montrachet 1er Cru,Chardonnay,Import,2013 Domaine Marc Morey Les Vergers Chassagne-Montrachet 1er Cru,Domaine Marc Morey,,Chardonnay,,White Wine
24.84,United States > California > Contra Costa,,,,,,,Domestic,,Three Wine Company,,,,Red Wine
32.31,United States > California > Napa Valley,,20001677_2018-09-28,Red Blend,20001677-KCB,2016 Delightful and Strange Proprietary Red Wine Napa Valley,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
28.6,United States > California > Napa Valley,,20001267_2017-11-19,Cabernet Sauvignon,20001267-KCB,2014 Fiancetto Cabernet Sauvignon Lot 2,Cabernet Sauvignon,Private Label,2014 Fiancetto Cabernet Sauvignon Lot 2,Fiancetto,20000456,Cabernet Sauvignon,,Red Wine
95.62,United States > California > Sonoma County > Northern Sonoma,,11825973_2018-01-12,Cabernet Sauvignon,11825973-HRV,2013 Hidden Ridge Vineyard Cabernet Sauvignon 55 Percent Slope Sonoma County,Cabernet Sauvignon,Domestic,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,Hidden Ridge Vineyard,,Cabernet Sauvignon,,Red Wine
32.57,United States > California > Napa Valley,,,Interesting White,,,,Domestic,,,,,,White Wine
17.99,Italy > Tuscany > Toscana IGT,Curious Cork,20001248_2017-11-15,Super Tuscan,20001248-BAR,2016 Baracchi O'lillo Toscana IGT,"Cabernet Sauvignon,Merlot,Sangiovese,Syrah",Import,2016 Baracchi O'lillo Toscana IGT,Baracchi,,Cabernet Sauvignon,,Red Wine
52.99,United States > California > Napa Valley,,20001452_2018-02-06,Cabernet Sauvignon,20001452-TSW,2013 Three Sticks Winery Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2013 Three Sticks Winery Cabernet Sauvignon Napa Valley,Three Sticks Winery,,Cabernet Sauvignon,,Red Wine
20.46,,,,Red Blend,,,,Domestic,,,,,,Red Wine
25.5,,,,,,,,Domestic,,,,,,Red Wine
52.31,United States > California > Napa Valley,,20001507_2018-03-06,Chardonnay,20001507-SHV,2014 Stony Hill Vineyard Chardonnay Napa Valley,Chardonnay,Domestic,2014 Stony Hill Vineyard Chardonnay Napa Valley,Stony Hill Vineyard,,Chardonnay,,White Wine
17.47,Chile > Maipo Valley,Southern Starz,20002041_2018-11-07,Cabernet Sauvignon,20002041-CDB,2017 Casas del Bosque Gran Reserva Cabernet Sauvignon Maipo Valley Chile,Cabernet Sauvignon,Import,2017 Casas del Bosque Gran Reserva Cabernet Sauvignon Maipo Valley Chile,Casas del Bosque,,Cabernet Sauvignon,,Red Wine
27.14,United States > California > Sonoma County > Russian River Valley,,,,,,,Domestic,,William Knuttel,,,,Red Wine
33.6,United States > California > Napa Valley > Rutherford,,20000271_2018-02-09,Cabernet Sauvignon,20000271-KCB,2014 Nichols Cabernet Sauvignon Rutherford Napa Valley,Cabernet Sauvignon,Private Label,2014 Nichols Cabernet Sauvignon Rutherford Napa Valley,Nichols,G_WineAccess_3P_SEARCH-PerformingProducers,Cabernet Sauvignon,,Red Wine
63.3,United States > California > Napa Valley,,11841304_2018-02-15,Cabernet Sauvignon,11841304-JPW,2014 Joseph Phelps Cabernet Sauvignon Napa Valley,"Cabernet Franc,Cabernet Sauvignon,Malbec,Merlot",Domestic,2014 Joseph Phelps Cabernet Sauvignon Napa Valley,Joseph Phelps,,Cabernet Sauvignon,,Red Wine
34.99,Italy > Tuscany > Maremma Toscana IGT,Liber USA,20001536_2018-03-28,Super Tuscan,20001536-PEA,2013 Petra Potenti Toscana IGT Italy,Cabernet Sauvignon,Import,2013 Petra Potenti Toscana IGT Italy,Petra,20000509,Cabernet Sauvignon,,Red Wine
36.75,United States > California > Napa Valley,,20000906_2018-03-17,Cabernet Sauvignon,20000906-KCB,2015 Chad Private Reserve Cabernet Sauvignon,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2015 Chad Private Reserve Cabernet Sauvignon,Chad,,Cabernet Sauvignon,,Red Wine
43.18,,,,,,,,Import,,,Google_Search_Alpha_Region,,bordeaux wines,Red Wine
24.37,United States > California,,20001941_2018-09-20,Red Blend,20001941-CHP,2016 The Illegitimate Cuvee Non Autorisee,"Cabernet Sauvignon,Merlot,Syrah,Zinfandel",Domestic,2016 The Illegitimate Cuvee Non Autorisee,Chateau Potelle,,Cabernet Sauvignon,,Red Wine
29.99,France > Burgundy,Treasury Wine Estates,,,,,,Import,,,,,,Red Wine
140.94,United States > California > Napa Valley > Spring Mountain,Gregory Condes Wines,20001349_2017-12-18,Cabernet Sauvignon,20001349-PTV,2014 Philip Togni Vineyard Estate Cabernet Sauvignon,Cabernet Sauvignon,Domestic,2014 Philip Togni Vineyard Estate Cabernet Sauvignon,Philip Togni Vineyard,20000740,Cabernet Sauvignon,,Red Wine
18.69,Spain,USA Wine West,,Interesting Red,,,,Import,,,,,,Red Wine
19.07,Italy > Tuscany > Toscana IGT,Curious Cork,20001248_2018-02-08,Super Tuscan,20001248-BAR,2016 Baracchi O'lillo Toscana IGT,"Cabernet Sauvignon,Merlot,Sangiovese,Syrah",Import,2016 Baracchi O'lillo Toscana IGT,Baracchi,,Cabernet Sauvignon,,Red Wine
35.0,,,,,,,,Import,,,Google_Search_Beta_General_Tier1,,#NAME?,Red Wine
27.32,United States > California > Napa Valley,Vintus,,,,,,Domestic,,,,,,Red Wine
21.9,Italy > Tuscany,Mission Wine Company ,,,,,,Import,,,,,,Red Wine
23.59,United States > California > Sonoma County > Russian River Valley,,,,,,,Domestic,,William Knuttel,,,,Red Wine
16.99,France > Loire,USA Wine West,20001618_2018-09-09,Champagne,20001618-CMO,Chateau Moncontour Crémant de Loire Blanc Brut,"Chardonnay,Chenin Blanc",Import,Chateau Moncontour Crémant de Loire Blanc Brut,Chateau Moncontour,,Chenin Blanc,,White Wine
92.65,United States > California > Napa Valley,,20001785_2018-08-09,Cabernet Sauvignon,20001785-JSV,2015 Juslyn Vineyards Perry's Blend Spring Mountain District Napa Valley,"Cabernet Franc,Cabernet Sauvignon,Merlot,Petit Verdot",Domestic,2015 Juslyn Vineyards Perry's Blend Spring Mountain District Napa,Juslyn Vineyards,,Cabernet Franc,,Red Wine
13.9,United States > California,,,Interesting White,,,,Domestic,,,,,,White Wine
26.49,United States > California > Napa Valley,,20000483_2018-03-02,Cabernet Sauvignon,20000483-KCB,2014 Sueno Profundo Cabernet Sauvignon Reserve Napa Valley,Cabernet Sauvignon,Private Label,2014 Sueno Profundo Cabernet Sauvignon Reserve Napa Valley,Sueno Profundo,20000875_newbrand,Cabernet Sauvignon,,Red Wine
375.0,Spain > Ribera del Duero,Europvin,20001027_2017-11-25,Tempranillo,20001027-VEG,2005 Vega Sicilia Unico Ribera del Duero,"Cabernet Sauvignon,Tempranillo",Import,2005 Vega Sicilia Unico Ribera del Duero,Vega Sicilia,,Cabernet Sauvignon,,Red Wine
226.11,,,,,,,,Import,,,,,,
58.43,,,,,,,,Domestic,,,,,,Red Wine
45.0,United States > California > Santa Barbara,,,,,,,Domestic,,,,,,Red Wine
307.67,France > Burgundy,Louis Latour Inc,20001498_2018-02-28,White Burgundy,20001498-LTR,2015 Louis Latour Batard Montrachet Grand Cru ,Chardonnay,Import,2015 Louis Latour Batard Montrachet Grand Cru ,Louis Latour,,Chardonnay,,White Wine
32.09,United States > California > Napa Valley,,20001677_2018-08-25,Red Blend,20001677-KCB,2016 Delightful and Strange Red Blend ,"Cabernet Sauvignon,Malbec,Merlot",Private Label,2016 Delightful and Strange Proprietary Red Wine Napa Valley,Delightful and Strange,,Cabernet Sauvignon,,Red Wine
28.96,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,,,,Red Wine
27.36,United States > California > Santa Barbara,,20000999_2018-01-26,Red Blend,20000999-JON,2013 The Paring Red,"Cabernet Franc,Cabernet Sauvignon,Merlot,Petit Verdot",Domestic,2013 The Paring Red,Jonata,,Cabernet Sauvignon,,Red Wine
27.99,United States > California > Napa Valley,,20000397_2018-06-16,Cabernet Sauvignon,20000397-KCB,2014 Nichols Cabernet Sauvignon Reserve Napa Valley,Cabernet Sauvignon,Private Label,2014 Nichols Cabernet Sauvignon Reserve Napa Valley,Nichols,20000941_newbrand,Cabernet Sauvignon,,Red Wine
75.6,United States > California > Napa Valley > Rutherford,Young's Market,20000763_2018-02-09,Cabernet Sauvignon,20000763-HAL,"2013 Hall Napa Valley Cabernet Sauvignon Coeur"" """,Cabernet Sauvignon,Domestic,"2013 Hall Napa Valley Cabernet Sauvignon Coeur"" """,Hall Napa Valley,,Cabernet Sauvignon,,Red Wine
54.24,,Vintus,,,,,,Import,,,,,,
240.14,,,,,,,,Import,,,,,,
18.01,,,,,,,,Import,,Locations,,,,White Wine
42.9,,Treasury Wine Estates,,,,,,Import,,,,,,Red Wine
29.16,United States > Oregon,The Wine Trust,,,,,,Domestic,,,,,,Red Wine
35.0,United States > California > Napa Valley,,,,,,,Domestic,,,Google_Search_Gamma_Wines_USA_Napa_Top-Producers,,,Red Wine
44.99,,,,,,,,Import,,,,,,Red Wine
49.38,Italy > Tuscany,Palm Bay International,,,,,,Import,,,,,,Red Wine
58.44,United States > California > Napa Valley,Scale Wine Group,20001362_2017-12-24,Cabernet Sauvignon,20001362-PUR,2015 Purlieu Le Pich Cabernet Sauvignon,Cabernet Sauvignon,Domestic,2015 Purlieu Le Pich Cabernet Sauvignon Napa Valley,Purlieu,,Cabernet Sauvignon,,Red Wine
29.09,France > Rhone,North Berkeley Wine Imports,,Rhone Red Blend,,,,Import,,,,,,Red Wine
289.0,,,,,,,,Import,,,,,,
19.07,United States > California > Napa Valley > Los Carneros,,,,,,,Private Label,,Nichols,,,,Red Wine
28.88,France > Rhone,Polaner Selections,,,,,,Import,,,,,,Red Wine
70.0,Italy > Tuscany,,,,,,,Import,,,,,,Red Wine
25.99,United States > California > Napa Valley,Vintus,,,,,,Domestic,,,,,,Red Wine
64.8,United States > California > Napa Valley,E. & J. Gallo,20001082_2018-02-09,Bordeaux Red Blend,20001082-ORS,2014 Orin Swift Papillon Red Wine Napa Valley,Bordeaux Blend,Domestic,2014 Orin Swift Papillon Red Wine Napa Valley,Orin Swift,,Bordeaux Blend,,Red Wine
24.99,United States > California > Napa Valley,,,,,,,Domestic,,Anderson's Conn Valley Vineyards,,,wineaccess,Red Wine
105.99,United States > California > Napa Valley,,,Merlot,,,,Domestic,,Duckhorn Vineyards,,,,Red Wine
85.0,United States > California > Napa Valley,,20001785_2018-08-09,Cabernet Sauvignon,20001785-JSV,2015 Juslyn Vineyards Perry's Blend Spring Mountain District Napa Valley,"Cabernet Franc,Cabernet Sauvignon,Merlot,Petit Verdot",Domestic,2015 Juslyn Vineyards Perry's Blend Spring Mountain District Napa,Juslyn Vineyards,ORDER_PLACED,Cabernet Franc,,Red Wine
58.3,United States > California > Napa Valley,Scale Wine Group,20001362_2018-02-03,Cabernet Sauvignon,20001362-PUR,2015 Purlieu Le Pich Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2015 Purlieu Le Pich Cabernet Sauvignon Napa Valley,Purlieu,,Cabernet Sauvignon,,Red Wine
21.21,France > Bordeaux,USA Wine West,,Bordeaux Left Bank,,,"Cabernet Sauvignon,Merlot",Import,,,Google_Search_Alpha_Brand_Wine-Access,,wine access,Red Wine
70.0,United States > California > Napa Valley > Rutherford,Young's Market,20000763_2018-02-09,Cabernet Sauvignon,20000763-HAL,"2013 Hall Napa Valley Coeur"" Cabernet Sauvignon""",Cabernet Sauvignon,Domestic,"2013 Hall Napa Valley Cabernet Sauvignon Coeur"" """,Hall Napa Valley,,Cabernet Sauvignon,,Red Wine
35.04,United States > California > Napa Valley > Rutherford,,20000271_2018-02-09,Cabernet Sauvignon,20000271-KCB,2014 Nichols Cabernet Sauvignon Rutherford Napa Valley,Cabernet Sauvignon,Private Label,2014 Nichols Cabernet Sauvignon Rutherford Napa Valley,Nichols,,Cabernet Sauvignon,,Red Wine
16.99,France > Loire,USA Wine West,20001618_2018-05-24,Champagne,20001618-CMO,Chateau Moncontour Crémant de Loire Blanc Brut,"Chardonnay,Chenin Blanc",Import,Chateau Moncontour Crémant de Loire Blanc Brut,Chateau Moncontour,20000268_newbrand,Chenin Blanc,,White Wine
53.86,United States > California > Napa Valley > Mount Veeder,Skurnik Wines,20001721_2018-07-01,Chardonnay,20001721-MAY,2015 Mayacamas Chardonnay Mt. Veeder Napa Valley,Chardonnay,Domestic,2015 Mayacamas Chardonnay Mt. Veeder Napa Valley,Mayacamas Vineyards,,Chardonnay,,White Wine
14.83,United States > California > Contra Costa,,,Red Blend,,,,Domestic,,Three Wine Company,20000869_newbrand,,,Red Wine
57.0,France,,,Rhone Red Blend,,,,Import,,,,,,Red Wine
37.1,United States > California > Napa Valley,,20000903_2018-10-01,Cabernet Sauvignon,20000903-KCB,2015 Karo-Kann Private Reserve Cabernet Sauvignon,"Cabernet Franc,Cabernet Sauvignon,Malbec,Merlot,Petit Verdot,Petite Sirah",Private Label,2015 Karo-Kann Private Reserve Cabernet Sauvignon,Karo-Kann,,Cabernet Sauvignon,,Red Wine
30.81,United States > California > Central Coast > Santa Lucia Highlands,,,,,,,Domestic,,Bernardus Winery,,,,Red Wine
133.75,,,,,,,,Import,,,,,,
12.99,United States > California,,,Interesting White,,,,Domestic,,,,,,White Wine
58.98,United States > California > Central Coast > Santa Maria Valley,,,,,,,Domestic,,Foxen Winery,B_Wine Access_Brand,,wineaccess|492|1531658,Red Wine
28.0,Italy > Friuli-Venezia Giulia,Blue Ventures Wine Marketing,20001736_2018-07-16,Italian White Blend,20001736-EUG,2015 Eugenio Collavini Broy Bianco Collio,"Chardonnay,Friulano,Sauvignon Blanc",Import,2015 Eugenio Collavini Broy Bianco Collio,Eugenio Collavini,,Chardonnay,,White Wine
50.0,France > Champagne,North Berkeley Wine Imports,10193772_2018-02-09,Champagne,10193772-MTY,NV Michel Turgy Reserve Selection Blanc De Blancs Grand Cru Brut,Chardonnay,Import,NV Michel Turgy Reserve Selection Blanc De Blancs Grand Cru Brut,Michel Turgy,,Chardonnay,,Sparkling
43.09,France > Burgundy,Grand Cru Selections,,,,,,Import,,,,,,Red Wine
19.99,France > Bordeaux > Haut-Médoc,"Fruit of the Vines, Inc",20001205_2017-11-23,Bordeaux Left Bank,20001205-CMA,2015 Chateau Malescasse Haut Medoc Cru Bourgeois Bordeaux,Bordeaux Blend,Import,2015 Chateau Malescasse Haut Medoc,Chateau Malescasse,,Bordeaux Blend,,Red Wine
37.47,United States > California,E. & J. Gallo,,Red Blend,,,,Domestic,,Orin Swift,,,,Red Wine
38.99,United States > California > Napa Valley,,20001337_2018-02-15,Cabernet Sauvignon,20001337-AVV,2015 Anderson's Conn Valley Vineyards Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Domestic,2015 Anderson's Conn Valley Vineyards Cabernet Sauvignon Napa Valley,Anderson's Conn Valley Vineyards,Site-wide Overlay  - custom design 12.18.17,Cabernet Sauvignon,,Red Wine
26.32,Italy > Tuscany,,,,,,,Import,,,,,,Red Wine
19.54,United States > California > Sonoma County,,20002010_2018-10-18,Chardonnay,20002010-HRV,2014 Hidden Ridge Chardonnay,Chardonnay,Domestic,2014 Hidden Ridge Chardonnay,Hidden Ridge Vineyard,evocalize,Chardonnay,,White Wine
21.72,,,,Red Blend,,,,Domestic,,,,,,Red Wine
27.0,United States > California > Napa Valley > Stags Leap District,,20000266_2017-12-29,Cabernet Sauvignon,20000266-KCB,2014 Chad Cabernet Sauvignon Stags Leap District Napa Valley,Cabernet Sauvignon,Private Label,2014 Chad Cabernet Sauvignon Stags Leap District Napa Valley,Chad,,Cabernet Sauvignon,,Red Wine
86.31,,,,Rhone Red Blend,,,,Import,,,,,,Red Wine
27.21,United States > California > Central Coast > Arroyo Grande Valley,,20001384_2018-01-04,Chardonnay,20001384-TLV,2015 Talley Vineyards Estate Chardonnay Arroyo Grande,Chardonnay,Domestic,2015 Talley Vineyards Estate Chardonnay Arroyo Grande,Talley Vineyards,Google_Search_Beta_Wines,Chardonnay,#NAME?,White Wine
31.32,United States > California > Napa Valley > Stags Leap District,,20000266_2017-12-29,Cabernet Sauvignon,20000266-KCB,2014 Chad Cabernet Sauvignon Stags Leap District Napa Valley,Cabernet Sauvignon,Private Label,2014 Chad Cabernet Sauvignon Stags Leap District Napa Valley,Chad,,Cabernet Sauvignon,,Red Wine
58.29,France > Rhone,Vintus,,Interesting White,,,,Import,,,,,,White Wine
25.17,United States > California > North Coast,,20001506_2018-03-05,Cabernet Franc,20001506-LNR,2014 Lang and Reed Cabernet Franc North Coast,Cabernet Franc,Domestic,2014 Lang and Reed Cabernet Franc North Coast,Lang and Reed,,Cabernet Franc,,Red Wine
15.99,France > Rhone,,20001376_2018-01-03,Red Blend,20001376-LOC,Locations F5,"Cabernet Franc,Grenache,Merlot,Syrah",Import,Locations F5,Locations,,Cabernet Franc,,Red Wine
79.69,United States > California > Napa Valley,,20001654_2018-09-20,Red Blend,20001654-FAV,2016 Carbone Red Wine Napa Valley,"Cabernet Franc,Cabernet Sauvignon,Merlot,Petit Verdot",Domestic,2016 Carbone Red Wine Napa Valley,Favia,,Cabernet Franc,,Red Wine
43.8,,Treasury Wine Estates,,,,,,Import,,,,,,Red Wine
47.7,Lebanon,Broadbent Selections,11668132_2018-08-26,Red Blend,11668132-CHM,2010 Chateau Musar Red Bekka Valley Lebanon,"Cabernet Sauvignon,Carignan,Cinsault",Import,2010 Chateau Musar Red Bekka Valley Lebanon,Chateau Musar,,Cabernet Sauvignon,,Red Wine
16.94,,,,,,,,Import,,,,,,White Wine
