is_buyer,varietal,offer_id,product_title,producing_winery_winedirect_upc,product_winery_name,product_region_name,varietalcategory_name,title,varietal_list,importer_name,product_style_name,label_classification,utm_ft_keywords,unit_price_incl_tax,utm_lt_campaign_token
cabs,Cabernet Sauvignon,20001872_2018-09-15,2014 Compañia de Vinos del Atlantico Gordo Yecla Spain,20001872-CVA,Compania de Vinos del Atantico,Spain,Spanish Red Blend,2014 Compañia de Vinos del Atlantico Gordo Yecla Spain,"Cabernet Sauvignon,Monastrell",Ole Imports,Red Wine,Import,,16.41,
cabs,Cabernet Sauvignon,20000397_2018-06-16,2014 Nichols Cabernet Sauvignon Reserve Napa Valley,20000397-KCB,Nichols,United States > California > Napa Valley,Cabernet Sauvignon,2014 Nichols Cabernet Sauvignon Reserve Napa Valley,Cabernet Sauvignon,,Red Wine,Private Label,,31.79,
cabs,Cabernet Sauvignon,20000815_2017-11-17,2014 Joseph Phelps Insignia Napa Valley,20000815-JPW,Joseph Phelps,United States > California > Napa Valley,Cabernet Sauvignon,2014 Joseph Phelps Insignia Napa Valley,"Cabernet Franc,Cabernet Sauvignon,Malbec,Petit Verdot",,Red Wine,Domestic,,233.28,
cabs,Cabernet Sauvignon,20000941_2018-04-30,2015 Nichols Private Reserve Cabernet Sauvignon,20000941-KCB,Nichols,United States > California > Napa Valley,Cabernet Sauvignon,2015 Nichols Private Reserve Cabernet Sauvignon,"Cabernet Franc,Cabernet Sauvignon,Malbec,Merlot,Petit Verdot",,Red Wine,Private Label,,41.58,
cabs,Cabernet Sauvignon,20000268_2018-04-17,2014 Nichols Cabernet Sauvignon Stags Leap District Napa Valley,20000268-KCB,Nichols,United States > California > Napa Valley > Stags Leap District,Cabernet Sauvignon,2014 Nichols Cabernet Sauvignon Stags Leap District Napa Valley,Cabernet Sauvignon,,Red Wine,Private Label,,31.79,
cabs,Cabernet Sauvignon,20001337_2017-12-16,2015 Anderson's Conn Valley Vineyards Cabernet Sauvignon Napa Valley,20001337-AVV,Anderson's Conn Valley Vineyards,United States > California > Napa Valley,Cabernet Sauvignon,2015 Anderson's Conn Valley Vineyards Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,,Red Wine,Domestic,,37.21,
cabs,Cabernet Sauvignon,20001935_2018-09-14,2013 1849 Wine Company Anonymous Premium Red Blend Napa Valley,20001935-EIG,1849 Wine Company,United States > California > Napa Valley,Red Blend,2013 1849 Wine Company Anonymous Premium Red Blend Napa Valley,"Cabernet Sauvignon,Merlot,Petite Sirah,Zinfandel",Pacific Wine Group,Red Wine,Domestic,,23.53,
cabs,Cabernet Sauvignon,20000923_2018-01-06,2015 Sueno Profundo Cabernet Sauvignon Napa Valley,20000923-KCB,Sueno Profundo,United States > California > Napa Valley,Cabernet Sauvignon,2015 Sueno Profundo Cabernet Sauvignon Napa Valley,"Cabernet Sauvignon,Malbec,Merlot",,Red Wine,Private Label,,30.74,Post Purchase V2
cabs,Cabernet Sauvignon,20000313_2018-02-09,2014 Karo-Kann Stags Leap Cabernet Sauvignon,20000313-KCB,Karo-Kann,United States > California > Napa Valley > Stags Leap District,Cabernet Sauvignon,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Cabernet Sauvignon,,Red Wine,Private Label,turley wines,35.23,Bing_Search_Alpha_Wines_USA_NapaValley
cabs,Cabernet Sauvignon,20001267_2017-11-19,2014 Fiancetto Cabernet Sauvignon Lot 2,20001267-KCB,Fiancetto,United States > California > Napa Valley,Cabernet Sauvignon,2014 Fiancetto Cabernet Sauvignon Lot 2,Cabernet Sauvignon,,Red Wine,Private Label,,26.0,
cabs,Cabernet Sauvignon,20001450_2018-02-14,2015 Michel Lynch Medoc Reserve Bordeaux,20001450-MIL,Michel Lynch,France > Bordeaux > Médoc,Bordeaux Left Bank,2015 Michel Lynch Medoc Reserve Bordeaux,"Cabernet Sauvignon,Merlot",Diva Wine USA / Integrity Wines,Red Wine,Import,#NAME?,21.24,Google_Search_Beta_Wines_France_Bordeaux
cabs,Cabernet Sauvignon,20001425_2018-04-30,Locations AR6,20001425-LOC,Locations,Argentina > Mendoza > Uco Valley,Red Blend,Locations AR6,"Cabernet Sauvignon,Malbec",Aveniu Brands,Red Wine,Import,,15.99,
cabs,Cabernet Sauvignon,20000313_2018-02-09,2014 Karo-Kann Stags Leap Cabernet Sauvignon,20000313-KCB,Karo-Kann,United States > California > Napa Valley > Stags Leap District,Cabernet Sauvignon,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Cabernet Sauvignon,,Red Wine,Private Label,,33.92,
cabs,Cabernet Sauvignon,20001648_2018-06-25,2013 Banknote The Vault Red Wine Napa Valley,20001648-WMK,William Knuttel,United States > California > Napa Valley,Red Blend,2013 Banknote The Vault Red Wine Napa Valley,"Cabernet Sauvignon,Syrah,Zinfandel",,Red Wine,Domestic,,32.4,
cabs,Cabernet Sauvignon,20000313_2018-02-09,2014 Karo-Kann Stags Leap Cabernet Sauvignon,20000313-KCB,Karo-Kann,United States > California > Napa Valley > Stags Leap District,Cabernet Sauvignon,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Cabernet Sauvignon,,Red Wine,Private Label,,34.16,
cabs,Cabernet Sauvignon,20000740_2018-02-09,2014 Teeter Totter Cabernet Sauvignon Napa Valley,20000740-TTW,Fait Main,United States > California > Napa Valley,Cabernet Sauvignon,2014 Teeter Totter Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,,Red Wine,Domestic,,58.3,
cabs,Cabernet Sauvignon,20001936_2018-09-12,2014 Six Sigma Ranch Diamond Mine Cuvee,20001936-SIG,Six Sigma,United States > California > Lake County,Red Blend,2014 Six Sigma Ranch Diamond Mine Cuvee,"Cabernet Sauvignon,Syrah,Tempranillo",,Red Wine,Domestic,,19.99,
cabs,Cabernet Sauvignon,20000999_2018-01-26,2013 The Paring Red,20000999-JON,Jonata,United States > California > Santa Barbara,Red Blend,2013 The Paring Red,"Cabernet Franc,Cabernet Sauvignon,Merlot,Petit Verdot",,Red Wine,Domestic,knowling@eagleslandingpartners.com,27.51,11853470
cabs,Cabernet Sauvignon,11867533_2018-03-25,2014 Revana Cabernet Sauvignon Terroir Series,11867533-REV,Revana,United States > California > Napa Valley,Cabernet Sauvignon,2014 Revana Cabernet Sauvignon Terroir Series,"Cabernet Sauvignon,Merlot,Petit Verdot",,Red Wine,Domestic,,103.95,
cabs,Cabernet Sauvignon,11825973_2018-10-31,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,11825973-HRV,Hidden Ridge Vineyard,United States > California > Sonoma County > Northern Sonoma,Cabernet Sauvignon,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,Cabernet Sauvignon,,Red Wine,Domestic,14a736671de5307a83a997680adc9f91,87.46,11825973_newbrand
cabs,Cabernet Sauvignon,20000684_2018-02-23,2015 Capcanes Mas Collet Montsant Spain,20000684-CDC,Celler de Capcanes,Spain > Montsant,Interesting Red,2015 Capcanes Mas Collet Montsant Spain,"Cabernet Sauvignon,Carignan,Garnacha,Tempranillo",Europvin,Red Wine,Import,,17.99,
cabs,Cabernet Sauvignon,20001549_2018-04-04,2015 Delightful & Strange Proprietary Red Wine Napa Valley,20001549-KCB,Delightful and Strange,United States > California > Napa Valley,Red Blend,2015 Delightful and Strange Red Blend,"Cabernet Sauvignon,Malbec,Merlot",,Red Wine,Private Label,,33.59,
cabs,Cabernet Sauvignon,20001720_2018-07-11,2013 Anatomy No. 1 Cabernet Sauvignon Napa Valley,20001720-HES,Hesperian,United States > California > Napa Valley,Cabernet Sauvignon,2013 Anatomy No. 1 Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,,Red Wine,Domestic,,22.08,
cabs,Cabernet Sauvignon,20000822_2018-09-06,2014 Karo-Kann Cabernet Sauvignon Private Reserve Block 12 Atlas Peak Napa Valley,20000822-KCB,Karo-Kann,United States > California > Napa Valley > Atlas Peak,Cabernet Sauvignon,2014 Karo-Kann Cabernet Sauvignon Private Reserve Block 12 Atlas Peak Napa Valley,Cabernet Sauvignon,,Red Wine,Private Label,,44.66,
cabs,Cabernet Sauvignon,20000903_2018-11-03,2015 Karo-Kann Private Reserve Cabernet Sauvignon,20000903-KCB,Karo-Kann,United States > California > Napa Valley,Cabernet Sauvignon,2015 Karo-Kann Private Reserve Cabernet Sauvignon,"Cabernet Franc,Cabernet Sauvignon,Malbec,Merlot,Petit Verdot,Petite Sirah",,Red Wine,Private Label,ricky520@aol.com,42.39,11906255
cabs,Cabernet Sauvignon,20001364_2018-02-15,2015 Casarena Cabernet Sauvignon Owen's Vineyard Lujan de Cuyo Mendoza,20001364-CSR,Casarena,Argentina > Mendoza,Cabernet Sauvignon,2015 Casarena Cabernet Sauvignon Owen's Vineyard Lujan de Cuyo Mendoza,Cabernet Sauvignon,Young's Market,Red Wine,Import,,27.87,
cabs,Cabernet Sauvignon,20001677_2018-08-25,2016 Delightful and Strange Proprietary Red Wine Napa Valley,20001677-KCB,Delightful and Strange,United States > California > Napa Valley,Red Blend,2016 Delightful and Strange Red Blend ,"Cabernet Sauvignon,Malbec,Merlot",,Red Wine,Private Label,,31.86,
cabs,Cabernet Sauvignon,20001452_2018-02-06,2013 Three Sticks Winery Cabernet Sauvignon Napa Valley,20001452-TSW,Three Sticks Winery,United States > California > Napa Valley,Cabernet Sauvignon,2013 Three Sticks Winery Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,,Red Wine,Domestic,,53.49,
cabs,Cabernet Sauvignon,20001328_2017-12-15,2016 Ultraviolet Cabernet Sauvignon,20001328-ULT,Ultraviolet,United States > California > Napa Valley,Cabernet Sauvignon,2016 Ultraviolet Cabernet Sauvignon,"Cabernet Franc,Cabernet Sauvignon",,Red Wine,Domestic,,16.15,
cabs,Cabernet Sauvignon,20000875_2018-06-30,2015 Nichols Cabernet Sauvignon Reserve Diamond Mountain District Napa Valley,20000875-KCB,Nichols,United States > California > Napa Valley > Diamond Mountain,Cabernet Sauvignon,2015 Nichols Cabernet Sauvignon Reserve Diamond Mountain District Napa Valley,"Cabernet Sauvignon,Malbec,Merlot,Petit Verdot",,Red Wine,Private Label,showe06@hotmail.com,29.99,20000698
cabs,Cabernet Sauvignon,11884798_2018-05-17,2013 Leeuwin Estate Art Series Cabernet Sauvignon Margaret River		,11884798-LEU,Leeuwin Estate,Australia > Margaret River,Cabernet Sauvignon,2013 Leeuwin Estate Art Series Cabernet Sauvignon Margaret River		,Cabernet Sauvignon,Old Bridge Cellars,Red Wine,Import,9d3f82b467523206b09d15f617c63613,59.11,20001132_newbrand
cabs,Cabernet Sauvignon,20000268_2018-04-17,2014 Nichols Cabernet Sauvignon Stags Leap District Napa Valley,20000268-KCB,Nichols,United States > California > Napa Valley > Stags Leap District,Cabernet Sauvignon,2014 Nichols Cabernet Sauvignon Stags Leap District Napa Valley,Cabernet Sauvignon,,Red Wine,Private Label,,31.49,
cabs,Cabernet Sauvignon,11825973_2017-11-17,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,11825973-HRV,Hidden Ridge Vineyard,United States > California > Sonoma County > Northern Sonoma,Cabernet Sauvignon,2013 Hidden Ridge Vineyard Cabernet Sauvignon 55 Percent Slope Sonoma County,Cabernet Sauvignon,,Red Wine,Domestic,,125.35,
cabs,Cabernet Sauvignon,20002043_2018-11-09,2012 Kapcsándy Family Winery State Lane Vineyard Estate Cuvee,20002043-KPF,Kapcsándy Family Winery,United States > California > Napa Valley,Napa Red Blend,2012 Kapcsándy Family Winery State Lane Vineyard Estate Cuvee,"Cabernet Sauvignon,Merlot",,Red Wine,Domestic,,132.5,
cabs,Cabernet Sauvignon,20000268_2018-04-17,2014 Nichols Cabernet Sauvignon Stags Leap District Napa Valley,20000268-KCB,Nichols,United States > California > Napa Valley > Stags Leap District,Cabernet Sauvignon,2014 Nichols Cabernet Sauvignon Stags Leap District Napa Valley,Cabernet Sauvignon,,Red Wine,Private Label,,30.86,
cabs,Cabernet Sauvignon,20000684_2018-02-23,2015 Capcanes Mas Collet Montsant Spain,20000684-CDC,Celler de Capcanes,Spain > Montsant,Interesting Red,2015 Capcanes Mas Collet Montsant Spain,"Cabernet Sauvignon,Carignan,Garnacha,Tempranillo",Europvin,Red Wine,Import,,18.52,
cabs,Cabernet Sauvignon,20001307_2017-12-14,2012 Three Sticks Winery Cabernet Sauvignon Napa Valley,20001307-TSW,Three Sticks Winery,United States > California > Napa Valley,Cabernet Sauvignon,2012 Three Sticks Winery Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,,Red Wine,Domestic,,52.99,
cabs,Cabernet Sauvignon,20001902_2018-10-17,2015 Big Flower Cabernet Sauvignon Stellenbosch,20001902-BIG,Big Flower,South Africa,Cabernet Sauvignon,2015 Big Flower Cabernet Sauvignon Stellenbosch,Cabernet Sauvignon,Pascal Schildt,Red Wine,Import,,17.99,
cabs,Cabernet Sauvignon,20000815_2018-06-27,2014 Joseph Phelps Insignia Napa Valley,20000815-JPW,Joseph Phelps,United States > California > Napa Valley,Cabernet Sauvignon,2014 Joseph Phelps Insignia Napa Valley,"Cabernet Franc,Cabernet Sauvignon,Malbec,Petit Verdot",,Red Wine,Domestic,,215.42,
cabs,Cabernet Sauvignon,20000584_2018-05-05,2014 Chad Cabernet Sauvignon Reserve Rutherford Napa Valley,20000584-KCB,Chad,United States > California > Napa Valley > Rutherford,Cabernet Sauvignon,2014 Chad Cabernet Sauvignon Reserve Rutherford Napa Valley,Cabernet Sauvignon,,Red Wine,Private Label,,29.99,
cabs,Cabernet Sauvignon,20001549_2018-04-04,2015 Delightful & Strange Proprietary Red Wine Napa Valley,20001549-KCB,Delightful and Strange,United States > California > Napa Valley,Red Blend,2015 Delightful and Strange Red Blend,"Cabernet Sauvignon,Malbec,Merlot",,Red Wine,Private Label,,32.46,
cabs,Cabernet Sauvignon,11861699_2018-09-20,2014 Chateau de France Chateau de France Pessac Leognan,11861699-CTF,Chateau de France,France > Bordeaux > Pessac-Léognan,Bordeaux Right Bank,2014 Chateau de France Chateau de France Pessac Leognan,"Cabernet Sauvignon,Merlot",Maison Ginestet SA,Red Wine,Import,,36.14,
cabs,Cabernet Sauvignon,20001720_2018-07-11,2013 Anatomy No. 1 Cabernet Sauvignon Napa Valley,20001720-HES,Hesperian,United States > California > Napa Valley,Cabernet Sauvignon,2013 Anatomy No. 1 Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,,Red Wine,Domestic,,19.0,
cabs,Cabernet Sauvignon,20001393_2018-07-04,2015 Teeter Totter Cabernet Sauvignon Napa Valley,20001393-TET,Teeter-Totter,United States > California > Napa Valley,Cabernet Sauvignon,2015 Teeter Totter Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Fait Main,Red Wine,Domestic,,53.86,
cabs,Cabernet Sauvignon,20000313_2018-02-09,2014 Karo-Kann Stags Leap Cabernet Sauvignon,20000313-KCB,Karo-Kann,United States > California > Napa Valley > Stags Leap District,Cabernet Sauvignon,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Cabernet Sauvignon,,Red Wine,Private Label,,34.24,
cabs,Cabernet Sauvignon,20000313_2018-02-09,2014 Karo-Kann Stags Leap Cabernet Sauvignon,20000313-KCB,Karo-Kann,United States > California > Napa Valley > Stags Leap District,Cabernet Sauvignon,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Cabernet Sauvignon,,Red Wine,Private Label,,34.4,
cabs,Cabernet Sauvignon,20001957_2018-10-21,2015 Kobalt Cabernet Sauvignon Napa Valley,20001957-KOB,Kobalt Wines,United States > California > Napa Valley,Cabernet Sauvignon,2015 Kobalt Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,,Red Wine,Domestic,,97.16,
cabs,Cabernet Sauvignon,20001462_2018-08-30,2015 Luis Duarte Rapariga da Quinta Colheita Seleccionada Alentejano,20001462-LDA,Luis Duarte,Portugal > Alentejo,Interesting Red,2015 Luis Duarte Rapariga da Quinta Colheita Seleccionada Alentejano,"Aragonez,Cabernet Sauvignon,Trincadeira",,Red Wine,Import,,19.99,
cabs,Cabernet Sauvignon,11851990_2017-11-25,2013 Beringer Vineyards Cabernet Sauvignon Private Reserve Napa Valley,11851990-BER,Beringer Vineyards,United States > California > Napa Valley > Howell Mountain,,2013 Beringer Vineyards Cabernet Sauvignon Private Reserve Napa Valley,Cabernet Sauvignon,Southern Glazer's of CA North,Red Wine,Domestic,,133.75,
cabs,Cabernet Sauvignon,20001786_2018-08-12,2015 Fait-Main Cabernet Sauvignon Sleeping Lady Vineyard Napa Valley,20001786-FTM,Fait Main,United States > California > Napa Valley,Cabernet Sauvignon,2015 Fait-Main Cabernet Sauvignon Sleeping Lady Vineyard Napa Valley,Cabernet Sauvignon,,Red Wine,Domestic,,201.88,
cabs,Cabernet Sauvignon,20001697_2018-07-01,2016 Hourglass HG III Red Blend Napa Valley,20001697-HRG,Hourglass,United States > California > Napa Valley,Red Blend,2016 Hourglass HG III Red Blend Napa Valley,"Cabernet Sauvignon,Merlot,Petite Sirah",,Red Wine,Domestic,,51.7,
cabs,Cabernet Sauvignon,11748411_2018-06-03,2014 Chateau des Fougeres Clos Montesquieu Graves Bordeaux,11748411-CDF,Chateau des Fougeres Clos Montesquieu,France > Bordeaux,Bordeaux Left Bank,2014 Chateau des Fougeres Clos Montesquieu Graves Bordeaux,"Cabernet Sauvignon,Merlot",Twins America,Red Wine,Import,online wine store,31.88,Google_Search_Alpha_General_Tier2
cabs,Cabernet Sauvignon,20002028_2018-11-03,2015 On Q Wines Cadence Cabernet Sauvignon Coombsville,20002028-ONQ,On Q Wines,United States > California > Napa Valley,Cabernet Sauvignon,2015 On Q Wines Cadence Cabernet Sauvignon Coombsville,Cabernet Sauvignon,,Red Wine,Domestic,,63.74,
cabs,Cabernet Sauvignon,20000926_2018-05-24,2015 Nichols Cabernet Sauvignon Napa Valley,20000926-KCB,Nichols,United States > California > Napa Valley,Cabernet Sauvignon,2015 Nichols Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,,Red Wine,Private Label,caymus,25.0,Bing_Search_Alpha_Wines_USA_Napa_Top-Producers
cabs,Cabernet Sauvignon,20000903_2018-11-03,2015 Karo-Kann Private Reserve Cabernet Sauvignon,20000903-KCB,Karo-Kann,United States > California > Napa Valley,Cabernet Sauvignon,2015 Karo-Kann Private Reserve Cabernet Sauvignon,"Cabernet Franc,Cabernet Sauvignon,Malbec,Merlot,Petit Verdot,Petite Sirah",,Red Wine,Private Label,b33bc26a631c35e583bc27a36e093a30,37.31,20000903_newbrand
cabs,Cabernet Sauvignon,20001362_2018-08-06,2015 Purlieu Le Pich Cabernet Sauvignon Napa Valley,20001362-PUR,Purlieu,United States > California > Napa Valley,Cabernet Sauvignon,2015 Purlieu Le Pich Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,Scale Wine Group,Red Wine,Domestic,,54.3,
cabs,Cabernet Sauvignon,11841304_2018-02-15,2014 Joseph Phelps Cabernet Sauvignon Napa Valley,11841304-JPW,Joseph Phelps,United States > California > Napa Valley,Cabernet Sauvignon,2014 Joseph Phelps Cabernet Sauvignon Napa Valley,"Cabernet Franc,Cabernet Sauvignon,Malbec,Merlot",,Red Wine,Domestic,,63.6,
cabs,Cabernet Sauvignon,20000999_2018-01-26,2013 The Paring Red,20000999-JON,Jonata,United States > California > Santa Barbara,Red Blend,2013 The Paring Red,"Cabernet Franc,Cabernet Sauvignon,Merlot,Petit Verdot",,Red Wine,Domestic,bc3fb3afdcb93bdc97117463bade907b,27.06,20001038_newbrand
cabs,Cabernet Sauvignon,20001935_2018-09-14,2013 1849 Wine Company Anonymous Premium Red Blend Napa Valley,20001935-EIG,1849 Wine Company,United States > California > Napa Valley,Red Blend,2013 1849 Wine Company Anonymous Premium Red Blend Napa Valley,"Cabernet Sauvignon,Merlot,Petite Sirah,Zinfandel",Pacific Wine Group,Red Wine,Domestic,Wines Sellers,23.64,{campaign_name}
cabs,Cabernet Sauvignon,20001677_2018-09-29,2016 Delightful and Strange Proprietary Red Wine Napa Valley,20001677-KCB,Delightful and Strange,United States > California > Napa Valley,Red Blend,2016 Delightful and Strange Proprietary Red Wine Napa Valley,"Cabernet Sauvignon,Malbec,Merlot",,Red Wine,Private Label,,32.69,
cabs,Cabernet Sauvignon,20002032_2018-11-04,2014 Xanadu Wines Cabernet Sauvignon Margaret River Australia,20002032-XAN,Xanadu Wines,Australia > Margaret River,Cabernet Sauvignon,2014 Xanadu Wines Cabernet Sauvignon Margaret River Australia,Cabernet Sauvignon,Wine Buzz Marketing,Red Wine,Import,,26.27,
cabs,Cabernet Sauvignon,20000906_2018-03-17,2015 Chad Private Reserve Cabernet Sauvignon,20000906-KCB,Chad,United States > California > Napa Valley,Cabernet Sauvignon,2015 Chad Private Reserve Cabernet Sauvignon,"Cabernet Sauvignon,Malbec,Merlot",,Red Wine,Private Label,,31.79,
cabs,Cabernet Sauvignon,20002027_2018-10-31,2013 Silver Oak Cellars Cabernet Sauvignon Napa Valley,20002027-SOC,Silver Oak Cellars,United States > California > Napa Valley,Cabernet Sauvignon,2013 Silver Oak Cellars Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,,Red Wine,Domestic,#NAME?,134.75,Bing_Search_Beta_Wines
cabs,Cabernet Sauvignon,20001874_2018-08-30,2015 Quilceda Creek Vintners Cabernet Sauvignon Columbia Valley,20001874-QCV,Quilceda Creek Vintners,United States > Washington > Columbia Valley,Cabernet Sauvignon,2015 Quilceda Creek Vintners Cabernet Sauvignon Columbia Valley,Cabernet Sauvignon,,Red Wine,Domestic,9d9443ddf5d33cef85b5343265fab966,209.18,20001874_newbrand
cabs,Cabernet Sauvignon,20000268_2018-04-17,2014 Nichols Cabernet Sauvignon Stags Leap District Napa Valley,20000268-KCB,Nichols,United States > California > Napa Valley > Stags Leap District,Cabernet Sauvignon,2014 Nichols Cabernet Sauvignon Stags Leap District Napa Valley,Cabernet Sauvignon,,Red Wine,Private Label,,31.58,
cabs,Cabernet Sauvignon,20000313_2018-02-09,2014 Karo-Kann Stags Leap Cabernet Sauvignon,20000313-KCB,Karo-Kann,United States > California > Napa Valley > Stags Leap District,Cabernet Sauvignon,2014 Karo-Kann Stags Leap Cabernet Sauvignon,Cabernet Sauvignon,,Red Wine,Private Label,,33.76,
cabs,Cabernet Sauvignon,11825973_2017-11-17,2013 Hidden Ridge Vineyard 55% Slope Sonoma County,11825973-HRV,Hidden Ridge Vineyard,United States > California > Sonoma County > Northern Sonoma,Cabernet Sauvignon,2013 Hidden Ridge Vineyard Cabernet Sauvignon 55 Percent Slope Sonoma County,Cabernet Sauvignon,,Red Wine,Domestic,,125.06,
cabs,Cabernet Sauvignon,20000906_2018-06-09,2015 Chad Private Reserve Cabernet Sauvignon,20000906-KCB,Chad,United States > California > Napa Valley,Cabernet Sauvignon,2015 Chad Private Reserve Cabernet Sauvignon,"Cabernet Sauvignon,Malbec,Merlot",,Red Wine,Private Label,,30.0,
cabs,Cabernet Sauvignon,20001671_2018-07-13,2015 Cornerstone Cellars Benchlands Cabernet Sauvignon Napa Valley,20001671-CSC,Cornerstone Cellars,United States > California > Napa Valley > Rutherford,Cabernet Sauvignon,2015 Cornerstone Cellars Benchlands Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,,Red Wine,Domestic,d83f6a0ddec03421bbbaaa737b9831fd,54.3,20001135_newbrand
cabs,Cabernet Sauvignon,11846609_2018-03-07,2012 Brancaia Ilatraia IGT Rosso Toscano,11846609-BNA,Brancaia,Italy > Tuscany,Super Tuscan,2012 Brancaia Ilatraia IGT Rosso Toscano,"Cabernet Franc,Cabernet Sauvignon,Petit Verdot",E. & J. Gallo,Red Wine,Import,,53.12,
cabs,Cabernet Sauvignon,20000397_2018-06-16,2014 Nichols Cabernet Sauvignon Reserve Napa Valley,20000397-KCB,Nichols,United States > California > Napa Valley,Cabernet Sauvignon,2014 Nichols Cabernet Sauvignon Reserve Napa Valley,Cabernet Sauvignon,,Red Wine,Private Label,,31.79,
cabs,Cabernet Sauvignon,20001677_2018-08-25,2016 Delightful and Strange Proprietary Red Wine Napa Valley,20001677-KCB,Delightful and Strange,United States > California > Napa Valley,Red Blend,2016 Delightful and Strange Red Blend ,"Cabernet Sauvignon,Malbec,Merlot",,Red Wine,Private Label,,32.24,
cabs,Cabernet Sauvignon,20001725_2018-07-20,2014 Silver Oak Alexander Valley Cabernet Sauvignon,20001725-SOC,Silver Oak Cellars,United States > California > Sonoma County > Alexander Valley,Cabernet Sauvignon,2014 Silver Oak Alexander Valley Cabernet Sauvignon,Cabernet Sauvignon,,Red Wine,Domestic,,85.6,
cabs,Cabernet Sauvignon,20001725_2018-07-20,2014 Silver Oak Alexander Valley Cabernet Sauvignon,20001725-SOC,Silver Oak Cellars,United States > California > Sonoma County > Alexander Valley,Cabernet Sauvignon,2014 Silver Oak Alexander Valley Cabernet Sauvignon,Cabernet Sauvignon,,Red Wine,Domestic,,80.0,11906597
cabs,Cabernet Sauvignon,20002041_2018-11-07,2017 Casas del Bosque Gran Reserva Cabernet Sauvignon Maipo Valley Chile,20002041-CDB,Casas del Bosque,Chile > Maipo Valley,Cabernet Sauvignon,2017 Casas del Bosque Gran Reserva Cabernet Sauvignon Maipo Valley Chile,Cabernet Sauvignon,Southern Starz,Red Wine,Import,,17.35,
cabs,Cabernet Sauvignon,20001936_2018-09-12,2014 Six Sigma Ranch Diamond Mine Cuvee,20001936-SIG,Six Sigma,United States > California > Lake County,Red Blend,2014 Six Sigma Ranch Diamond Mine Cuvee,"Cabernet Sauvignon,Syrah,Tempranillo",,Red Wine,Domestic,,21.32,
cabs,Cabernet Sauvignon,20001978_2018-10-04,2012 Patel Cabernet Sauvignon Napa Valley,20001978-PAT,Patel Winery,United States > California > Napa Valley,Cabernet Sauvignon,2012 Patel Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,,Red Wine,Domestic,,79.5,
cabs,Cabernet Sauvignon,20001267_2017-11-19,2014 Fiancetto Cabernet Sauvignon Lot 2,20001267-KCB,Fiancetto,United States > California > Napa Valley,Cabernet Sauvignon,2014 Fiancetto Cabernet Sauvignon Lot 2,Cabernet Sauvignon,,Red Wine,Private Label,,27.56,
cabs,Cabernet Sauvignon,20001720_2018-07-11,2013 Anatomy No. 1 Cabernet Sauvignon Napa Valley,20001720-HES,Hesperian,United States > California > Napa Valley,Cabernet Sauvignon,2013 Anatomy No. 1 Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,,Red Wine,Domestic,,20.14,NEW - Post Purchase V2
cabs,Cabernet Sauvignon,20001383_2018-01-04,2013 Michel Rolland Cabernet Sauvignon Napa Valley,20001383-MRD,Michel Rolland,United States > California > Napa Valley,Cabernet Sauvignon,2013 Michel Rolland Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,The Unfiltered Collection,Red Wine,Domestic,,138.35,
cabs,Cabernet Sauvignon,20000982_2018-05-24,2013 Coho Headwaters Proprietary Red Napa,20000982-COH,Coho,United States > California > Napa Valley > Coombsville,Red Blend,2013 Coho Headwaters Proprietary Red Napa,"Cabernet Sauvignon,Merlot,Petit Verdot",,Red Wine,Domestic,,37.19,Google_Search_Gamma_Wines_Rest-of-Worldutm_term=j. bouchon wine
cabs,Cabernet Sauvignon,20001337_2017-12-19,2015 Anderson's Conn Valley Vineyards Cabernet Sauvignon Napa Valley,20001337-AVV,Anderson's Conn Valley Vineyards,United States > California > Napa Valley,Cabernet Sauvignon,2015 Anderson's Conn Valley Vineyards Cabernet Sauvignon Napa Valley,Cabernet Sauvignon,,Red Wine,Domestic,#NAME?,37.18,Google_Search_Beta_General_Tier1
